Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,094029,2018,03,16,20.2,1,Y
IDCJAC0010,094029,2018,03,17,30.1,1,Y
IDCJAC0010,094029,2018,03,18,19.3,1,Y
IDCJAC0010,094029,2018,03,19,21.1,1,Y
IDCJAC0010,094029,2018,03,20,16.4,1,Y
IDCJAC0010,094029,2018,03,21,16.2,1,Y
IDCJAC0010,094029,2018,03,22,16.8,1,Y
IDCJAC0010,094029,2018,03,23,23.4,1,Y
IDCJAC0010,094029,2018,03,24,19.5,1,Y
IDCJAC0010,094029,2018,03,25,20.6,1,Y
IDCJAC0010,094029,2018,03,26,15.9,1,Y
IDCJAC0010,094029,2018,03,27,18.8,1,Y
IDCJAC0010,094029,2018,03,28,24.9,1,Y
IDCJAC0010,094029,2018,03,29,22.2,1,Y
IDCJAC0010,094029,2018,03,30,19.5,1,Y
IDCJAC0010,094029,2018,03,31,21.1,1,Y
IDCJAC0010,094029,2018,04,01,22.4,1,N
IDCJAC0010,094029,2018,04,02,20.1,1,N
IDCJAC0010,094029,2018,04,03,23.3,1,N
IDCJAC0010,094029,2018,04,04,24.6,1,N
IDCJAC0010,094029,2018,04,05,23.3,1,N
IDCJAC0010,094029,2018,04,06,16.1,1,N
IDCJAC0010,094029,2018,04,07,19.2,1,N
IDCJAC0010,094029,2018,04,08,20.6,1,N
IDCJAC0010,094029,2018,04,09,15.8,1,N
IDCJAC0010,094029,2018,04,10,22.4,1,N
IDCJAC0010,094029,2018,04,11,14.3,1,N
IDCJAC0010,094029,2018,04,12,15.5,1,N
IDCJAC0010,094029,2018,04,13,20.0,1,N
IDCJAC0010,094029,2018,04,14,17.3,1,N
IDCJAC0010,094029,2018,04,15,17.2,1,N
IDCJAC0010,094029,2018,04,16,13.5,1,N
IDCJAC0010,094029,2018,04,17,15.9,1,N
IDCJAC0010,094029,2018,04,18,16.5,1,N
IDCJAC0010,094029,2018,04,19,,,
IDCJAC0010,094029,2018,04,20,17.4,1,N
IDCJAC0010,094029,2018,04,21,19.5,1,N
IDCJAC0010,094029,2018,04,22,,,
IDCJAC0010,094029,2018,04,23,20.8,1,N
IDCJAC0010,094029,2018,04,24,22.1,1,N
IDCJAC0010,094029,2018,04,25,21.6,1,N
IDCJAC0010,094029,2018,04,26,16.9,1,N
IDCJAC0010,094029,2018,04,27,16.8,1,N
IDCJAC0010,094029,2018,04,28,17.9,1,N
IDCJAC0010,094029,2018,04,29,17.9,1,N
IDCJAC0010,094029,2018,04,30,17.0,1,N
IDCJAC0010,094029,2018,05,01,23.1,1,N
IDCJAC0010,094029,2018,05,02,17.2,1,N
IDCJAC0010,094029,2018,05,03,21.7,1,N
IDCJAC0010,094029,2018,05,04,18.0,1,N
IDCJAC0010,094029,2018,05,05,18.6,1,N
IDCJAC0010,094029,2018,05,06,16.9,1,N
IDCJAC0010,094029,2018,05,07,21.0,1,N
IDCJAC0010,094029,2018,05,08,16.5,1,N
IDCJAC0010,094029,2018,05,09,19.2,1,N
IDCJAC0010,094029,2018,05,10,12.9,1,N
IDCJAC0010,094029,2018,05,11,12.3,1,N
IDCJAC0010,094029,2018,05,12,13.9,1,N
IDCJAC0010,094029,2018,05,13,13.7,1,N
IDCJAC0010,094029,2018,05,14,17.2,1,N
IDCJAC0010,094029,2018,05,15,13.6,1,N
IDCJAC0010,094029,2018,05,16,12.1,1,N
IDCJAC0010,094029,2018,05,17,17.3,1,N
IDCJAC0010,094029,2018,05,18,14.2,1,N
IDCJAC0010,094029,2018,05,19,15.5,1,N
IDCJAC0010,094029,2018,05,20,14.3,1,N
IDCJAC0010,094029,2018,05,21,15.8,1,N
IDCJAC0010,094029,2018,05,22,13.7,1,N
IDCJAC0010,094029,2018,05,23,17.6,1,N
IDCJAC0010,094029,2018,05,24,14.7,1,N
IDCJAC0010,094029,2018,05,25,12.4,1,N
IDCJAC0010,094029,2018,05,26,14.4,1,N
IDCJAC0010,094029,2018,05,27,11.3,1,N
IDCJAC0010,094029,2018,05,28,19.1,1,N
IDCJAC0010,094029,2018,05,29,18.2,1,N
IDCJAC0010,094029,2018,05,30,12.0,1,N
IDCJAC0010,094029,2018,05,31,12.4,1,N
IDCJAC0010,094029,2018,06,01,13.9,1,Y
IDCJAC0010,094029,2018,06,02,12.1,1,Y
IDCJAC0010,094029,2018,06,03,9.8,1,Y
IDCJAC0010,094029,2018,06,04,14.5,1,Y
IDCJAC0010,094029,2018,06,05,13.1,1,Y
IDCJAC0010,094029,2018,06,06,11.9,1,Y
IDCJAC0010,094029,2018,06,07,17.1,1,Y
IDCJAC0010,094029,2018,06,08,17.9,1,Y
IDCJAC0010,094029,2018,06,09,14.5,1,Y
IDCJAC0010,094029,2018,06,10,14.1,1,Y
IDCJAC0010,094029,2018,06,11,15.4,1,Y
IDCJAC0010,094029,2018,06,12,10.9,1,Y
IDCJAC0010,094029,2018,06,13,14.4,1,Y
IDCJAC0010,094029,2018,06,14,13.3,1,Y
IDCJAC0010,094029,2018,06,15,12.7,1,Y
IDCJAC0010,094029,2018,06,16,10.9,1,Y
IDCJAC0010,094029,2018,06,17,10.5,1,Y
IDCJAC0010,094029,2018,06,18,10.1,1,Y
IDCJAC0010,094029,2018,06,19,12.0,1,Y
IDCJAC0010,094029,2018,06,20,10.3,1,Y
IDCJAC0010,094029,2018,06,21,13.5,1,Y
IDCJAC0010,094029,2018,06,22,13.6,1,Y
IDCJAC0010,094029,2018,06,23,12.0,1,Y
IDCJAC0010,094029,2018,06,24,12.4,1,Y
IDCJAC0010,094029,2018,06,25,14.2,1,Y
IDCJAC0010,094029,2018,06,26,14.7,1,Y
IDCJAC0010,094029,2018,06,27,10.8,1,Y
IDCJAC0010,094029,2018,06,28,9.9,1,Y
IDCJAC0010,094029,2018,06,29,9.9,1,Y
IDCJAC0010,094029,2018,06,30,12.6,1,Y
IDCJAC0010,094029,2018,07,01,15.0,1,Y
IDCJAC0010,094029,2018,07,02,15.8,1,Y
IDCJAC0010,094029,2018,07,03,16.0,1,Y
IDCJAC0010,094029,2018,07,04,17.1,1,Y
IDCJAC0010,094029,2018,07,05,16.6,1,Y
IDCJAC0010,094029,2018,07,06,10.6,1,Y
IDCJAC0010,094029,2018,07,07,11.0,1,Y
IDCJAC0010,094029,2018,07,08,9.2,1,Y
IDCJAC0010,094029,2018,07,09,13.1,1,Y
IDCJAC0010,094029,2018,07,10,12.3,1,Y
IDCJAC0010,094029,2018,07,11,13.6,1,Y
IDCJAC0010,094029,2018,07,12,12.3,1,Y
IDCJAC0010,094029,2018,07,13,13.3,1,Y
IDCJAC0010,094029,2018,07,14,11.3,1,Y
IDCJAC0010,094029,2018,07,15,12.1,1,Y
IDCJAC0010,094029,2018,07,16,14.4,1,Y
IDCJAC0010,094029,2018,07,17,17.9,1,Y
IDCJAC0010,094029,2018,07,18,15.0,1,Y
IDCJAC0010,094029,2018,07,19,12.9,1,Y
IDCJAC0010,094029,2018,07,20,12.1,1,Y
IDCJAC0010,094029,2018,07,21,12.5,1,Y
IDCJAC0010,094029,2018,07,22,13.3,1,Y
IDCJAC0010,094029,2018,07,23,12.4,1,Y
IDCJAC0010,094029,2018,07,24,13.9,1,Y
IDCJAC0010,094029,2018,07,25,13.3,1,Y
IDCJAC0010,094029,2018,07,26,12.9,1,Y
IDCJAC0010,094029,2018,07,27,13.9,1,Y
IDCJAC0010,094029,2018,07,28,14.4,1,Y
IDCJAC0010,094029,2018,07,29,10.9,1,Y
IDCJAC0010,094029,2018,07,30,12.7,1,Y
IDCJAC0010,094029,2018,07,31,13.8,1,Y
IDCJAC0010,094029,2018,08,01,14.0,1,Y
IDCJAC0010,094029,2018,08,02,11.9,1,Y
IDCJAC0010,094029,2018,08,03,16.8,1,Y
IDCJAC0010,094029,2018,08,04,16.0,1,Y
IDCJAC0010,094029,2018,08,05,17.2,1,Y
IDCJAC0010,094029,2018,08,06,13.9,1,Y
IDCJAC0010,094029,2018,08,07,13.8,1,Y
IDCJAC0010,094029,2018,08,08,15.1,1,Y
IDCJAC0010,094029,2018,08,09,17.2,1,Y
IDCJAC0010,094029,2018,08,10,17.8,1,Y
IDCJAC0010,094029,2018,08,11,11.1,1,Y
IDCJAC0010,094029,2018,08,12,12.9,1,Y
IDCJAC0010,094029,2018,08,13,15.7,1,Y
IDCJAC0010,094029,2018,08,14,17.8,1,Y
IDCJAC0010,094029,2018,08,15,11.0,1,Y
IDCJAC0010,094029,2018,08,16,12.9,1,Y
IDCJAC0010,094029,2018,08,17,16.2,1,Y
IDCJAC0010,094029,2018,08,18,13.2,1,Y
IDCJAC0010,094029,2018,08,19,9.0,1,Y
IDCJAC0010,094029,2018,08,20,9.6,1,Y
IDCJAC0010,094029,2018,08,21,10.7,1,Y
IDCJAC0010,094029,2018,08,22,13.6,1,Y
IDCJAC0010,094029,2018,08,23,14.2,1,Y
IDCJAC0010,094029,2018,08,24,16.9,1,Y
IDCJAC0010,094029,2018,08,25,17.5,1,Y
IDCJAC0010,094029,2018,08,26,16.4,1,Y
IDCJAC0010,094029,2018,08,27,9.5,1,Y
IDCJAC0010,094029,2018,08,28,9.2,1,Y
IDCJAC0010,094029,2018,08,29,10.7,1,Y
IDCJAC0010,094029,2018,08,30,14.7,1,Y
IDCJAC0010,094029,2018,08,31,13.1,1,Y
IDCJAC0010,094029,2018,09,01,11.8,1,N
IDCJAC0010,094029,2018,09,02,12.9,1,N
IDCJAC0010,094029,2018,09,03,13.9,1,N
IDCJAC0010,094029,2018,09,04,14.8,1,N
IDCJAC0010,094029,2018,09,05,15.5,1,N
IDCJAC0010,094029,2018,09,06,17.0,1,N
IDCJAC0010,094029,2018,09,07,14.5,1,N
IDCJAC0010,094029,2018,09,08,17.2,1,N
IDCJAC0010,094029,2018,09,09,18.0,1,N
IDCJAC0010,094029,2018,09,10,21.2,1,N
IDCJAC0010,094029,2018,09,11,20.5,1,N
IDCJAC0010,094029,2018,09,12,14.5,1,N
IDCJAC0010,094029,2018,09,13,,,
IDCJAC0010,094029,2018,09,14,22.2,1,N
IDCJAC0010,094029,2018,09,15,14.2,1,N
IDCJAC0010,094029,2018,09,16,14.8,1,N
IDCJAC0010,094029,2018,09,17,16.5,1,N
IDCJAC0010,094029,2018,09,18,20.8,1,N
IDCJAC0010,094029,2018,09,19,14.7,1,N
IDCJAC0010,094029,2018,09,20,16.2,1,N
IDCJAC0010,094029,2018,09,21,21.0,1,N
IDCJAC0010,094029,2018,09,22,18.5,1,N
IDCJAC0010,094029,2018,09,23,11.5,1,N
IDCJAC0010,094029,2018,09,24,13.1,1,N
IDCJAC0010,094029,2018,09,25,12.5,1,N
IDCJAC0010,094029,2018,09,26,13.6,1,N
IDCJAC0010,094029,2018,09,27,21.7,1,N
IDCJAC0010,094029,2018,09,28,14.2,1,N
IDCJAC0010,094029,2018,09,29,15.3,1,N
IDCJAC0010,094029,2018,09,30,19.3,1,N
IDCJAC0010,094029,2018,10,01,19.2,1,Y
IDCJAC0010,094029,2018,10,02,16.2,1,Y
IDCJAC0010,094029,2018,10,03,17.0,1,Y
IDCJAC0010,094029,2018,10,04,14.5,1,Y
IDCJAC0010,094029,2018,10,05,15.0,1,Y
IDCJAC0010,094029,2018,10,06,17.0,1,Y
IDCJAC0010,094029,2018,10,07,20.2,1,Y
IDCJAC0010,094029,2018,10,08,16.9,1,Y
IDCJAC0010,094029,2018,10,09,14.4,1,Y
IDCJAC0010,094029,2018,10,10,11.4,1,Y
IDCJAC0010,094029,2018,10,11,13.3,1,Y
IDCJAC0010,094029,2018,10,12,17.2,1,Y
IDCJAC0010,094029,2018,10,13,21.2,1,Y
IDCJAC0010,094029,2018,10,14,22.1,1,Y
IDCJAC0010,094029,2018,10,15,25.4,1,Y
IDCJAC0010,094029,2018,10,16,24.9,1,Y
IDCJAC0010,094029,2018,10,17,18.7,1,Y
IDCJAC0010,094029,2018,10,18,23.6,1,Y
IDCJAC0010,094029,2018,10,19,21.6,1,Y
IDCJAC0010,094029,2018,10,20,19.4,1,Y
IDCJAC0010,094029,2018,10,21,18.5,1,Y
IDCJAC0010,094029,2018,10,22,24.0,1,Y
IDCJAC0010,094029,2018,10,23,20.8,1,Y
IDCJAC0010,094029,2018,10,24,14.4,1,Y
IDCJAC0010,094029,2018,10,25,18.1,1,Y
IDCJAC0010,094029,2018,10,26,17.4,1,Y
IDCJAC0010,094029,2018,10,27,14.4,1,Y
IDCJAC0010,094029,2018,10,28,15.6,1,Y
IDCJAC0010,094029,2018,10,29,16.1,1,Y
IDCJAC0010,094029,2018,10,30,21.0,1,Y
IDCJAC0010,094029,2018,10,31,17.2,1,Y
IDCJAC0010,094029,2018,11,01,24.5,1,Y
IDCJAC0010,094029,2018,11,02,26.1,1,Y
IDCJAC0010,094029,2018,11,03,17.0,1,Y
IDCJAC0010,094029,2018,11,04,19.0,1,Y
IDCJAC0010,094029,2018,11,05,23.5,1,Y
IDCJAC0010,094029,2018,11,06,18.9,1,Y
IDCJAC0010,094029,2018,11,07,16.3,1,Y
IDCJAC0010,094029,2018,11,08,17.5,1,Y
IDCJAC0010,094029,2018,11,09,19.5,1,Y
IDCJAC0010,094029,2018,11,10,20.9,1,Y
IDCJAC0010,094029,2018,11,11,18.2,1,Y
IDCJAC0010,094029,2018,11,12,24.0,1,Y
IDCJAC0010,094029,2018,11,13,31.0,1,Y
IDCJAC0010,094029,2018,11,14,18.0,1,Y
IDCJAC0010,094029,2018,11,15,13.2,1,Y
IDCJAC0010,094029,2018,11,16,18.7,1,Y
IDCJAC0010,094029,2018,11,17,20.6,1,Y
IDCJAC0010,094029,2018,11,18,17.8,1,Y
IDCJAC0010,094029,2018,11,19,25.6,1,Y
IDCJAC0010,094029,2018,11,20,24.1,1,Y
IDCJAC0010,094029,2018,11,21,17.3,1,Y
IDCJAC0010,094029,2018,11,22,14.1,1,Y
IDCJAC0010,094029,2018,11,23,16.7,1,Y
IDCJAC0010,094029,2018,11,24,15.8,1,Y
IDCJAC0010,094029,2018,11,25,13.9,1,Y
IDCJAC0010,094029,2018,11,26,17.9,1,Y
IDCJAC0010,094029,2018,11,27,17.5,1,Y
IDCJAC0010,094029,2018,11,28,18.4,1,Y
IDCJAC0010,094029,2018,11,29,20.0,1,Y
IDCJAC0010,094029,2018,11,30,18.4,1,Y
IDCJAC0010,094029,2018,12,01,23.1,1,Y
IDCJAC0010,094029,2018,12,02,18.9,1,Y
IDCJAC0010,094029,2018,12,03,18.9,1,Y
IDCJAC0010,094029,2018,12,04,19.3,1,Y
IDCJAC0010,094029,2018,12,05,19.5,1,Y
IDCJAC0010,094029,2018,12,06,30.9,1,Y
IDCJAC0010,094029,2018,12,07,28.4,1,Y
IDCJAC0010,094029,2018,12,08,20.1,1,Y
IDCJAC0010,094029,2018,12,09,19.3,1,Y
IDCJAC0010,094029,2018,12,10,20.4,1,Y
IDCJAC0010,094029,2018,12,11,19.7,1,Y
IDCJAC0010,094029,2018,12,12,28.3,1,Y
IDCJAC0010,094029,2018,12,13,24.1,1,Y
IDCJAC0010,094029,2018,12,14,22.6,1,Y
IDCJAC0010,094029,2018,12,15,19.6,1,Y
IDCJAC0010,094029,2018,12,16,26.3,1,Y
IDCJAC0010,094029,2018,12,17,22.1,1,Y
IDCJAC0010,094029,2018,12,18,17.4,1,Y
IDCJAC0010,094029,2018,12,19,23.3,1,Y
IDCJAC0010,094029,2018,12,20,17.0,1,Y
IDCJAC0010,094029,2018,12,21,17.4,1,Y
IDCJAC0010,094029,2018,12,22,18.2,1,Y
IDCJAC0010,094029,2018,12,23,24.5,1,Y
IDCJAC0010,094029,2018,12,24,31.9,1,Y
IDCJAC0010,094029,2018,12,25,20.2,1,Y
IDCJAC0010,094029,2018,12,26,20.2,1,Y
IDCJAC0010,094029,2018,12,27,24.0,1,Y
IDCJAC0010,094029,2018,12,28,22.4,1,Y
IDCJAC0010,094029,2018,12,29,25.7,1,Y
IDCJAC0010,094029,2018,12,30,23.5,1,Y
IDCJAC0010,094029,2018,12,31,23.2,1,Y
