Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,094029,2017,03,17,20.0,1,Y
IDCJAC0010,094029,2017,03,18,26.6,1,Y
IDCJAC0010,094029,2017,03,19,31.7,1,Y
IDCJAC0010,094029,2017,03,20,18.9,1,Y
IDCJAC0010,094029,2017,03,21,16.5,1,Y
IDCJAC0010,094029,2017,03,22,15.8,1,Y
IDCJAC0010,094029,2017,03,23,17.1,1,Y
IDCJAC0010,094029,2017,03,24,20.2,1,Y
IDCJAC0010,094029,2017,03,25,21.3,1,Y
IDCJAC0010,094029,2017,03,26,21.3,1,Y
IDCJAC0010,094029,2017,03,27,28.6,1,Y
IDCJAC0010,094029,2017,03,28,23.5,1,Y
IDCJAC0010,094029,2017,03,29,25.7,1,Y
IDCJAC0010,094029,2017,03,30,17.0,1,Y
IDCJAC0010,094029,2017,03,31,18.6,1,Y
IDCJAC0010,094029,2017,04,01,16.7,1,N
IDCJAC0010,094029,2017,04,02,16.3,1,N
IDCJAC0010,094029,2017,04,03,17.7,1,N
IDCJAC0010,094029,2017,04,04,19.8,1,N
IDCJAC0010,094029,2017,04,05,22.7,1,N
IDCJAC0010,094029,2017,04,06,25.5,1,N
IDCJAC0010,094029,2017,04,07,25.0,1,N
IDCJAC0010,094029,2017,04,08,25.0,1,N
IDCJAC0010,094029,2017,04,09,16.3,1,N
IDCJAC0010,094029,2017,04,10,17.2,1,N
IDCJAC0010,094029,2017,04,11,13.2,1,N
IDCJAC0010,094029,2017,04,12,17.4,1,N
IDCJAC0010,094029,2017,04,13,21.2,1,N
IDCJAC0010,094029,2017,04,14,16.5,1,N
IDCJAC0010,094029,2017,04,15,17.7,1,N
IDCJAC0010,094029,2017,04,16,19.5,1,N
IDCJAC0010,094029,2017,04,17,20.1,1,N
IDCJAC0010,094029,2017,04,18,23.7,1,N
IDCJAC0010,094029,2017,04,19,24.1,1,N
IDCJAC0010,094029,2017,04,20,22.7,1,N
IDCJAC0010,094029,2017,04,21,25.0,1,N
IDCJAC0010,094029,2017,04,22,18.7,1,N
IDCJAC0010,094029,2017,04,23,14.2,1,N
IDCJAC0010,094029,2017,04,24,18.6,1,N
IDCJAC0010,094029,2017,04,25,16.6,1,N
IDCJAC0010,094029,2017,04,26,12.6,1,N
IDCJAC0010,094029,2017,04,27,14.9,1,N
IDCJAC0010,094029,2017,04,28,19.5,1,N
IDCJAC0010,094029,2017,04,29,18.1,1,N
IDCJAC0010,094029,2017,04,30,20.1,1,N
IDCJAC0010,094029,2017,05,01,20.0,1,Y
IDCJAC0010,094029,2017,05,02,11.4,1,Y
IDCJAC0010,094029,2017,05,03,13.7,1,Y
IDCJAC0010,094029,2017,05,04,17.8,1,Y
IDCJAC0010,094029,2017,05,05,15.9,1,Y
IDCJAC0010,094029,2017,05,06,18.5,1,Y
IDCJAC0010,094029,2017,05,07,12.3,1,Y
IDCJAC0010,094029,2017,05,08,15.8,1,Y
IDCJAC0010,094029,2017,05,09,14.4,1,Y
IDCJAC0010,094029,2017,05,10,14.1,1,Y
IDCJAC0010,094029,2017,05,11,13.5,1,Y
IDCJAC0010,094029,2017,05,12,11.4,1,Y
IDCJAC0010,094029,2017,05,13,14.5,1,Y
IDCJAC0010,094029,2017,05,14,13.9,1,Y
IDCJAC0010,094029,2017,05,15,12.4,1,Y
IDCJAC0010,094029,2017,05,16,14.8,1,Y
IDCJAC0010,094029,2017,05,17,12.0,1,Y
IDCJAC0010,094029,2017,05,18,14.1,1,Y
IDCJAC0010,094029,2017,05,19,16.1,1,Y
IDCJAC0010,094029,2017,05,20,14.8,1,Y
IDCJAC0010,094029,2017,05,21,15.0,1,Y
IDCJAC0010,094029,2017,05,22,20.7,1,Y
IDCJAC0010,094029,2017,05,23,17.6,1,Y
IDCJAC0010,094029,2017,05,24,16.3,1,Y
IDCJAC0010,094029,2017,05,25,16.3,1,Y
IDCJAC0010,094029,2017,05,26,14.8,1,Y
IDCJAC0010,094029,2017,05,27,16.5,1,Y
IDCJAC0010,094029,2017,05,28,12.4,1,Y
IDCJAC0010,094029,2017,05,29,12.6,1,Y
IDCJAC0010,094029,2017,05,30,9.0,1,Y
IDCJAC0010,094029,2017,05,31,12.4,1,Y
IDCJAC0010,094029,2017,06,01,14.6,1,N
IDCJAC0010,094029,2017,06,02,15.6,1,N
IDCJAC0010,094029,2017,06,03,17.1,1,N
IDCJAC0010,094029,2017,06,04,13.3,1,N
IDCJAC0010,094029,2017,06,05,15.7,1,N
IDCJAC0010,094029,2017,06,06,10.8,1,N
IDCJAC0010,094029,2017,06,07,12.3,1,N
IDCJAC0010,094029,2017,06,08,13.1,1,N
IDCJAC0010,094029,2017,06,09,15.9,1,N
IDCJAC0010,094029,2017,06,10,15.0,1,N
IDCJAC0010,094029,2017,06,11,15.9,1,N
IDCJAC0010,094029,2017,06,12,15.5,1,N
IDCJAC0010,094029,2017,06,13,16.1,1,N
IDCJAC0010,094029,2017,06,14,14.5,1,N
IDCJAC0010,094029,2017,06,15,,,
IDCJAC0010,094029,2017,06,16,16.2,1,N
IDCJAC0010,094029,2017,06,17,16.8,1,N
IDCJAC0010,094029,2017,06,18,13.6,1,N
IDCJAC0010,094029,2017,06,19,16.2,1,N
IDCJAC0010,094029,2017,06,20,17.5,1,N
IDCJAC0010,094029,2017,06,21,12.1,1,N
IDCJAC0010,094029,2017,06,22,10.2,1,N
IDCJAC0010,094029,2017,06,23,15.1,1,N
IDCJAC0010,094029,2017,06,24,10.9,1,N
IDCJAC0010,094029,2017,06,25,12.6,1,N
IDCJAC0010,094029,2017,06,26,12.4,1,N
IDCJAC0010,094029,2017,06,27,11.2,1,N
IDCJAC0010,094029,2017,06,28,12.6,1,N
IDCJAC0010,094029,2017,06,29,11.4,1,N
IDCJAC0010,094029,2017,06,30,10.1,1,N
IDCJAC0010,094029,2017,07,01,10.0,1,N
IDCJAC0010,094029,2017,07,02,11.6,1,N
IDCJAC0010,094029,2017,07,03,9.7,1,N
IDCJAC0010,094029,2017,07,04,10.6,1,N
IDCJAC0010,094029,2017,07,05,12.6,1,N
IDCJAC0010,094029,2017,07,06,15.2,1,N
IDCJAC0010,094029,2017,07,07,10.7,1,N
IDCJAC0010,094029,2017,07,08,11.6,1,N
IDCJAC0010,094029,2017,07,09,12.2,1,N
IDCJAC0010,094029,2017,07,10,11.1,1,N
IDCJAC0010,094029,2017,07,11,11.7,1,N
IDCJAC0010,094029,2017,07,12,10.5,1,N
IDCJAC0010,094029,2017,07,13,11.6,1,N
IDCJAC0010,094029,2017,07,14,12.1,1,N
IDCJAC0010,094029,2017,07,15,11.7,1,N
IDCJAC0010,094029,2017,07,16,11.5,1,N
IDCJAC0010,094029,2017,07,17,12.0,1,N
IDCJAC0010,094029,2017,07,18,13.3,1,N
IDCJAC0010,094029,2017,07,19,11.7,1,N
IDCJAC0010,094029,2017,07,20,10.0,1,N
IDCJAC0010,094029,2017,07,21,12.5,1,N
IDCJAC0010,094029,2017,07,22,14.8,1,N
IDCJAC0010,094029,2017,07,23,12.3,1,N
IDCJAC0010,094029,2017,07,24,12.3,1,N
IDCJAC0010,094029,2017,07,25,15.8,1,N
IDCJAC0010,094029,2017,07,26,10.9,1,N
IDCJAC0010,094029,2017,07,27,11.6,1,
IDCJAC0010,094029,2017,07,28,14.0,1,N
IDCJAC0010,094029,2017,07,29,15.3,1,N
IDCJAC0010,094029,2017,07,30,13.8,1,N
IDCJAC0010,094029,2017,07,31,13.5,1,N
IDCJAC0010,094029,2017,08,01,11.9,1,Y
IDCJAC0010,094029,2017,08,02,11.9,1,Y
IDCJAC0010,094029,2017,08,03,12.3,1,Y
IDCJAC0010,094029,2017,08,04,9.8,1,Y
IDCJAC0010,094029,2017,08,05,15.3,1,Y
IDCJAC0010,094029,2017,08,06,15.4,1,Y
IDCJAC0010,094029,2017,08,07,12.9,1,Y
IDCJAC0010,094029,2017,08,08,15.3,1,Y
IDCJAC0010,094029,2017,08,09,14.2,1,Y
IDCJAC0010,094029,2017,08,10,18.1,1,Y
IDCJAC0010,094029,2017,08,11,13.9,1,Y
IDCJAC0010,094029,2017,08,12,10.2,1,Y
IDCJAC0010,094029,2017,08,13,13.4,1,Y
IDCJAC0010,094029,2017,08,14,16.4,1,Y
IDCJAC0010,094029,2017,08,15,15.1,1,Y
IDCJAC0010,094029,2017,08,16,14.1,1,Y
IDCJAC0010,094029,2017,08,17,11.3,1,Y
IDCJAC0010,094029,2017,08,18,9.1,1,Y
IDCJAC0010,094029,2017,08,19,11.7,1,Y
IDCJAC0010,094029,2017,08,20,14.5,1,Y
IDCJAC0010,094029,2017,08,21,13.7,1,Y
IDCJAC0010,094029,2017,08,22,16.3,1,Y
IDCJAC0010,094029,2017,08,23,9.7,1,Y
IDCJAC0010,094029,2017,08,24,13.7,1,Y
IDCJAC0010,094029,2017,08,25,16.7,1,Y
IDCJAC0010,094029,2017,08,26,16.8,1,Y
IDCJAC0010,094029,2017,08,27,9.1,1,Y
IDCJAC0010,094029,2017,08,28,12.6,1,Y
IDCJAC0010,094029,2017,08,29,14.1,1,Y
IDCJAC0010,094029,2017,08,30,11.0,1,Y
IDCJAC0010,094029,2017,08,31,11.0,1,Y
IDCJAC0010,094029,2017,09,01,15.0,1,Y
IDCJAC0010,094029,2017,09,02,18.9,1,Y
IDCJAC0010,094029,2017,09,03,20.1,1,Y
IDCJAC0010,094029,2017,09,04,10.1,1,Y
IDCJAC0010,094029,2017,09,05,9.3,1,Y
IDCJAC0010,094029,2017,09,06,11.7,1,Y
IDCJAC0010,094029,2017,09,07,14.8,1,Y
IDCJAC0010,094029,2017,09,08,10.4,1,Y
IDCJAC0010,094029,2017,09,09,13.5,1,Y
IDCJAC0010,094029,2017,09,10,14.6,1,Y
IDCJAC0010,094029,2017,09,11,16.0,1,Y
IDCJAC0010,094029,2017,09,12,11.1,1,Y
IDCJAC0010,094029,2017,09,13,13.9,1,Y
IDCJAC0010,094029,2017,09,14,15.0,1,Y
IDCJAC0010,094029,2017,09,15,15.5,1,Y
IDCJAC0010,094029,2017,09,16,10.9,1,Y
IDCJAC0010,094029,2017,09,17,16.5,1,Y
IDCJAC0010,094029,2017,09,18,21.4,1,Y
IDCJAC0010,094029,2017,09,19,11.9,1,Y
IDCJAC0010,094029,2017,09,20,16.3,1,Y
IDCJAC0010,094029,2017,09,21,22.3,1,Y
IDCJAC0010,094029,2017,09,22,19.5,1,Y
IDCJAC0010,094029,2017,09,23,17.1,1,Y
IDCJAC0010,094029,2017,09,24,17.9,1,Y
IDCJAC0010,094029,2017,09,25,14.5,1,Y
IDCJAC0010,094029,2017,09,26,14.5,1,Y
IDCJAC0010,094029,2017,09,27,14.0,1,Y
IDCJAC0010,094029,2017,09,28,16.1,1,Y
IDCJAC0010,094029,2017,09,29,16.5,1,Y
IDCJAC0010,094029,2017,09,30,14.4,1,Y
IDCJAC0010,094029,2017,10,01,20.0,1,Y
IDCJAC0010,094029,2017,10,02,20.0,1,Y
IDCJAC0010,094029,2017,10,03,19.4,1,Y
IDCJAC0010,094029,2017,10,04,10.8,1,Y
IDCJAC0010,094029,2017,10,05,14.3,1,Y
IDCJAC0010,094029,2017,10,06,14.4,1,Y
IDCJAC0010,094029,2017,10,07,16.1,1,Y
IDCJAC0010,094029,2017,10,08,21.4,1,Y
IDCJAC0010,094029,2017,10,09,18.0,1,Y
IDCJAC0010,094029,2017,10,10,17.6,1,Y
IDCJAC0010,094029,2017,10,11,21.6,1,Y
IDCJAC0010,094029,2017,10,12,17.0,1,Y
IDCJAC0010,094029,2017,10,13,16.2,1,Y
IDCJAC0010,094029,2017,10,14,19.3,1,Y
IDCJAC0010,094029,2017,10,15,24.4,1,Y
IDCJAC0010,094029,2017,10,16,24.0,1,Y
IDCJAC0010,094029,2017,10,17,28.7,1,Y
IDCJAC0010,094029,2017,10,18,31.9,1,Y
IDCJAC0010,094029,2017,10,19,24.8,1,Y
IDCJAC0010,094029,2017,10,20,18.1,1,Y
IDCJAC0010,094029,2017,10,21,19.5,1,Y
IDCJAC0010,094029,2017,10,22,21.6,1,Y
IDCJAC0010,094029,2017,10,23,19.7,1,Y
IDCJAC0010,094029,2017,10,24,17.4,1,Y
IDCJAC0010,094029,2017,10,25,16.8,1,Y
IDCJAC0010,094029,2017,10,26,17.8,1,Y
IDCJAC0010,094029,2017,10,27,23.7,1,Y
IDCJAC0010,094029,2017,10,28,24.8,1,Y
IDCJAC0010,094029,2017,10,29,23.4,1,Y
IDCJAC0010,094029,2017,10,30,18.4,1,Y
IDCJAC0010,094029,2017,10,31,19.4,1,Y
IDCJAC0010,094029,2017,11,01,19.2,1,Y
IDCJAC0010,094029,2017,11,02,13.6,1,Y
IDCJAC0010,094029,2017,11,03,14.4,1,Y
IDCJAC0010,094029,2017,11,04,14.2,1,Y
IDCJAC0010,094029,2017,11,05,14.1,1,Y
IDCJAC0010,094029,2017,11,06,19.2,1,Y
IDCJAC0010,094029,2017,11,07,16.9,1,Y
IDCJAC0010,094029,2017,11,08,22.2,1,Y
IDCJAC0010,094029,2017,11,09,16.9,1,Y
IDCJAC0010,094029,2017,11,10,19.3,1,Y
IDCJAC0010,094029,2017,11,11,19.2,1,Y
IDCJAC0010,094029,2017,11,12,19.8,1,Y
IDCJAC0010,094029,2017,11,13,23.5,1,Y
IDCJAC0010,094029,2017,11,14,29.8,1,Y
IDCJAC0010,094029,2017,11,15,28.0,1,Y
IDCJAC0010,094029,2017,11,16,14.8,1,Y
IDCJAC0010,094029,2017,11,17,23.8,1,Y
IDCJAC0010,094029,2017,11,18,29.8,1,Y
IDCJAC0010,094029,2017,11,19,27.5,1,Y
IDCJAC0010,094029,2017,11,20,26.6,1,Y
IDCJAC0010,094029,2017,11,21,29.3,1,Y
IDCJAC0010,094029,2017,11,22,31.5,1,Y
IDCJAC0010,094029,2017,11,23,30.6,1,Y
IDCJAC0010,094029,2017,11,24,23.9,1,Y
IDCJAC0010,094029,2017,11,25,22.7,1,Y
IDCJAC0010,094029,2017,11,26,23.0,1,Y
IDCJAC0010,094029,2017,11,27,22.5,1,Y
IDCJAC0010,094029,2017,11,28,19.9,1,Y
IDCJAC0010,094029,2017,11,29,24.1,1,Y
IDCJAC0010,094029,2017,11,30,33.1,1,Y
IDCJAC0010,094029,2017,12,01,23.5,1,Y
IDCJAC0010,094029,2017,12,02,13.3,1,Y
IDCJAC0010,094029,2017,12,03,12.9,1,Y
IDCJAC0010,094029,2017,12,04,15.6,1,Y
IDCJAC0010,094029,2017,12,05,17.8,1,Y
IDCJAC0010,094029,2017,12,06,17.7,1,Y
IDCJAC0010,094029,2017,12,07,20.9,1,Y
IDCJAC0010,094029,2017,12,08,19.9,1,Y
IDCJAC0010,094029,2017,12,09,22.5,1,Y
IDCJAC0010,094029,2017,12,10,24.7,1,Y
IDCJAC0010,094029,2017,12,11,21.6,1,Y
IDCJAC0010,094029,2017,12,12,23.7,1,Y
IDCJAC0010,094029,2017,12,13,26.3,1,Y
IDCJAC0010,094029,2017,12,14,26.7,1,Y
IDCJAC0010,094029,2017,12,15,23.0,1,Y
IDCJAC0010,094029,2017,12,16,21.8,1,Y
IDCJAC0010,094029,2017,12,17,19.4,1,Y
IDCJAC0010,094029,2017,12,18,24.4,1,Y
IDCJAC0010,094029,2017,12,19,31.1,1,Y
IDCJAC0010,094029,2017,12,20,21.9,1,Y
IDCJAC0010,094029,2017,12,21,23.8,1,Y
IDCJAC0010,094029,2017,12,22,24.8,1,Y
IDCJAC0010,094029,2017,12,23,24.2,1,Y
IDCJAC0010,094029,2017,12,24,18.7,1,Y
IDCJAC0010,094029,2017,12,25,21.9,1,Y
IDCJAC0010,094029,2017,12,26,20.9,1,Y
IDCJAC0010,094029,2017,12,27,31.4,1,Y
IDCJAC0010,094029,2017,12,28,32.3,1,Y
IDCJAC0010,094029,2017,12,29,24.2,1,Y
IDCJAC0010,094029,2017,12,30,19.1,1,Y
IDCJAC0010,094029,2017,12,31,26.7,1,Y
