Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,094029,2021,03,23,24.9,1,Y
IDCJAC0010,094029,2021,03,24,17.0,1,Y
IDCJAC0010,094029,2021,03,25,19.6,1,Y
IDCJAC0010,094029,2021,03,26,22.7,1,Y
IDCJAC0010,094029,2021,03,27,18.9,1,Y
IDCJAC0010,094029,2021,03,28,19.5,1,Y
IDCJAC0010,094029,2021,03,29,17.7,1,Y
IDCJAC0010,094029,2021,03,30,21.8,1,Y
IDCJAC0010,094029,2021,03,31,23.6,1,Y
IDCJAC0010,094029,2021,04,01,28.1,1,N
IDCJAC0010,094029,2021,04,02,24.0,1,N
IDCJAC0010,094029,2021,04,03,32.3,1,N
IDCJAC0010,094029,2021,04,04,20.9,1,N
IDCJAC0010,094029,2021,04,05,22.1,1,N
IDCJAC0010,094029,2021,04,06,18.8,1,N
IDCJAC0010,094029,2021,04,07,20.7,1,N
IDCJAC0010,094029,2021,04,08,23.7,1,N
IDCJAC0010,094029,2021,04,09,14.8,1,N
IDCJAC0010,094029,2021,04,10,14.3,1,N
IDCJAC0010,094029,2021,04,11,11.9,1,N
IDCJAC0010,094029,2021,04,12,14.9,1,N
IDCJAC0010,094029,2021,04,13,16.5,1,N
IDCJAC0010,094029,2021,04,14,18.9,1,N
IDCJAC0010,094029,2021,04,15,16.0,1,N
IDCJAC0010,094029,2021,04,16,16.3,1,N
IDCJAC0010,094029,2021,04,17,18.7,1,N
IDCJAC0010,094029,2021,04,18,16.6,1,N
IDCJAC0010,094029,2021,04,19,19.5,1,N
IDCJAC0010,094029,2021,04,20,10.2,1,N
IDCJAC0010,094029,2021,04,21,14.5,1,N
IDCJAC0010,094029,2021,04,22,15.8,1,N
IDCJAC0010,094029,2021,04,23,14.7,1,N
IDCJAC0010,094029,2021,04,24,17.5,1,N
IDCJAC0010,094029,2021,04,25,16.0,1,N
IDCJAC0010,094029,2021,04,26,20.0,1,N
IDCJAC0010,094029,2021,04,27,18.6,1,N
IDCJAC0010,094029,2021,04,28,18.7,1,Y
IDCJAC0010,094029,2021,04,29,20.8,1,N
IDCJAC0010,094029,2021,04,30,20.3,1,N
IDCJAC0010,094029,2021,05,01,23.2,1,Y
IDCJAC0010,094029,2021,05,02,,,
IDCJAC0010,094029,2021,05,03,,,
IDCJAC0010,094029,2021,05,04,14.9,1,N
IDCJAC0010,094029,2021,05,05,17.8,1,N
IDCJAC0010,094029,2021,05,06,18.5,1,N
IDCJAC0010,094029,2021,05,07,21.1,1,N
IDCJAC0010,094029,2021,05,08,19.2,1,N
IDCJAC0010,094029,2021,05,09,17.3,1,N
IDCJAC0010,094029,2021,05,10,17.5,1,N
IDCJAC0010,094029,2021,05,11,11.3,1,N
IDCJAC0010,094029,2021,05,12,14.7,1,N
IDCJAC0010,094029,2021,05,13,16.3,1,N
IDCJAC0010,094029,2021,05,14,11.2,1,N
IDCJAC0010,094029,2021,05,15,12.2,1,N
IDCJAC0010,094029,2021,05,16,15.8,1,N
IDCJAC0010,094029,2021,05,17,14.3,1,N
IDCJAC0010,094029,2021,05,18,18.0,1,N
IDCJAC0010,094029,2021,05,19,15.9,1,N
IDCJAC0010,094029,2021,05,20,14.9,1,N
IDCJAC0010,094029,2021,05,21,15.7,1,N
IDCJAC0010,094029,2021,05,22,20.8,1,N
IDCJAC0010,094029,2021,05,23,17.5,1,N
IDCJAC0010,094029,2021,05,24,13.9,1,N
IDCJAC0010,094029,2021,05,25,18.1,1,N
IDCJAC0010,094029,2021,05,26,14.3,1,N
IDCJAC0010,094029,2021,05,27,11.9,1,N
IDCJAC0010,094029,2021,05,28,10.6,1,N
IDCJAC0010,094029,2021,05,29,11.4,1,N
IDCJAC0010,094029,2021,05,30,12.7,1,N
IDCJAC0010,094029,2021,05,31,13.5,1,N
IDCJAC0010,094029,2021,06,01,15.1,1,Y
IDCJAC0010,094029,2021,06,02,16.6,1,Y
IDCJAC0010,094029,2021,06,03,15.1,1,Y
IDCJAC0010,094029,2021,06,04,10.7,1,Y
IDCJAC0010,094029,2021,06,05,16.2,1,Y
IDCJAC0010,094029,2021,06,06,12.1,1,Y
IDCJAC0010,094029,2021,06,07,18.1,1,Y
IDCJAC0010,094029,2021,06,08,16.1,1,Y
IDCJAC0010,094029,2021,06,09,10.5,1,Y
IDCJAC0010,094029,2021,06,10,13.0,1,Y
IDCJAC0010,094029,2021,06,11,13.5,1,Y
IDCJAC0010,094029,2021,06,12,14.2,1,Y
IDCJAC0010,094029,2021,06,13,15.3,1,Y
IDCJAC0010,094029,2021,06,14,13.7,1,Y
IDCJAC0010,094029,2021,06,15,12.8,1,Y
IDCJAC0010,094029,2021,06,16,12.6,1,Y
IDCJAC0010,094029,2021,06,17,12.2,1,Y
IDCJAC0010,094029,2021,06,18,13.9,1,Y
IDCJAC0010,094029,2021,06,19,14.1,1,Y
IDCJAC0010,094029,2021,06,20,10.1,1,Y
IDCJAC0010,094029,2021,06,21,12.6,1,Y
IDCJAC0010,094029,2021,06,22,8.7,1,Y
IDCJAC0010,094029,2021,06,23,9.2,1,Y
IDCJAC0010,094029,2021,06,24,15.6,1,Y
IDCJAC0010,094029,2021,06,25,14.1,1,Y
IDCJAC0010,094029,2021,06,26,11.9,1,Y
IDCJAC0010,094029,2021,06,27,13.4,1,Y
IDCJAC0010,094029,2021,06,28,13.6,1,Y
IDCJAC0010,094029,2021,06,29,11.5,1,Y
IDCJAC0010,094029,2021,06,30,14.1,1,Y
IDCJAC0010,094029,2021,07,01,17.0,1,Y
IDCJAC0010,094029,2021,07,02,14.1,1,Y
IDCJAC0010,094029,2021,07,03,14.8,1,Y
IDCJAC0010,094029,2021,07,04,9.8,1,Y
IDCJAC0010,094029,2021,07,05,12.6,1,Y
IDCJAC0010,094029,2021,07,06,9.3,1,Y
IDCJAC0010,094029,2021,07,07,10.5,1,Y
IDCJAC0010,094029,2021,07,08,10.5,1,Y
IDCJAC0010,094029,2021,07,09,9.7,1,Y
IDCJAC0010,094029,2021,07,10,12.7,1,Y
IDCJAC0010,094029,2021,07,11,12.1,1,Y
IDCJAC0010,094029,2021,07,12,11.3,1,Y
IDCJAC0010,094029,2021,07,13,14.6,1,Y
IDCJAC0010,094029,2021,07,14,11.1,1,Y
IDCJAC0010,094029,2021,07,15,10.8,1,Y
IDCJAC0010,094029,2021,07,16,11.9,1,Y
IDCJAC0010,094029,2021,07,17,14.1,1,Y
IDCJAC0010,094029,2021,07,18,14.9,1,Y
IDCJAC0010,094029,2021,07,19,13.0,1,Y
IDCJAC0010,094029,2021,07,20,9.3,1,Y
IDCJAC0010,094029,2021,07,21,15.1,1,Y
IDCJAC0010,094029,2021,07,22,14.8,1,Y
IDCJAC0010,094029,2021,07,23,15.0,1,Y
IDCJAC0010,094029,2021,07,24,13.3,1,Y
IDCJAC0010,094029,2021,07,25,8.7,1,Y
IDCJAC0010,094029,2021,07,26,13.9,1,Y
IDCJAC0010,094029,2021,07,27,16.6,1,Y
IDCJAC0010,094029,2021,07,28,13.6,1,Y
IDCJAC0010,094029,2021,07,29,13.3,1,Y
IDCJAC0010,094029,2021,07,30,16.4,1,Y
IDCJAC0010,094029,2021,07,31,17.7,1,Y
IDCJAC0010,094029,2021,08,01,11.3,1,Y
IDCJAC0010,094029,2021,08,02,14.6,1,Y
IDCJAC0010,094029,2021,08,03,14.7,1,Y
IDCJAC0010,094029,2021,08,04,13.5,1,Y
IDCJAC0010,094029,2021,08,05,13.7,1,Y
IDCJAC0010,094029,2021,08,06,16.6,1,Y
IDCJAC0010,094029,2021,08,07,12.5,1,Y
IDCJAC0010,094029,2021,08,08,12.9,1,Y
IDCJAC0010,094029,2021,08,09,14.9,1,Y
IDCJAC0010,094029,2021,08,10,19.7,1,Y
IDCJAC0010,094029,2021,08,11,16.3,1,Y
IDCJAC0010,094029,2021,08,12,13.8,1,Y
IDCJAC0010,094029,2021,08,13,16.2,1,Y
IDCJAC0010,094029,2021,08,14,16.0,1,Y
IDCJAC0010,094029,2021,08,15,16.7,1,Y
IDCJAC0010,094029,2021,08,16,10.0,1,Y
IDCJAC0010,094029,2021,08,17,13.3,1,Y
IDCJAC0010,094029,2021,08,18,13.9,1,Y
IDCJAC0010,094029,2021,08,19,14.9,1,Y
IDCJAC0010,094029,2021,08,20,16.1,1,Y
IDCJAC0010,094029,2021,08,21,16.8,1,Y
IDCJAC0010,094029,2021,08,22,18.3,1,Y
IDCJAC0010,094029,2021,08,23,13.1,1,Y
IDCJAC0010,094029,2021,08,24,14.0,1,Y
IDCJAC0010,094029,2021,08,25,11.1,1,Y
IDCJAC0010,094029,2021,08,26,10.1,1,Y
IDCJAC0010,094029,2021,08,27,10.1,1,Y
IDCJAC0010,094029,2021,08,28,11.7,1,Y
IDCJAC0010,094029,2021,08,29,12.7,1,Y
IDCJAC0010,094029,2021,08,30,17.5,1,Y
IDCJAC0010,094029,2021,08,31,18.5,1,Y
IDCJAC0010,094029,2021,09,01,18.4,1,Y
IDCJAC0010,094029,2021,09,02,26.0,1,Y
IDCJAC0010,094029,2021,09,03,15.4,1,Y
IDCJAC0010,094029,2021,09,04,14.0,1,Y
IDCJAC0010,094029,2021,09,05,13.6,1,Y
IDCJAC0010,094029,2021,09,06,16.0,1,Y
IDCJAC0010,094029,2021,09,07,13.7,1,Y
IDCJAC0010,094029,2021,09,08,18.9,1,Y
IDCJAC0010,094029,2021,09,09,17.8,1,Y
IDCJAC0010,094029,2021,09,10,15.5,1,Y
IDCJAC0010,094029,2021,09,11,19.4,1,Y
IDCJAC0010,094029,2021,09,12,13.9,1,Y
IDCJAC0010,094029,2021,09,13,11.0,1,Y
IDCJAC0010,094029,2021,09,14,15.1,1,Y
IDCJAC0010,094029,2021,09,15,12.6,1,Y
IDCJAC0010,094029,2021,09,16,13.7,1,Y
IDCJAC0010,094029,2021,09,17,15.2,1,Y
IDCJAC0010,094029,2021,09,18,15.3,1,Y
IDCJAC0010,094029,2021,09,19,17.9,1,Y
IDCJAC0010,094029,2021,09,20,13.2,1,Y
IDCJAC0010,094029,2021,09,21,17.2,1,Y
IDCJAC0010,094029,2021,09,22,22.2,1,Y
IDCJAC0010,094029,2021,09,23,17.7,1,Y
IDCJAC0010,094029,2021,09,24,13.7,1,Y
IDCJAC0010,094029,2021,09,25,11.1,1,Y
IDCJAC0010,094029,2021,09,26,13.7,1,Y
IDCJAC0010,094029,2021,09,27,16.9,1,Y
IDCJAC0010,094029,2021,09,28,15.6,1,Y
IDCJAC0010,094029,2021,09,29,,,
IDCJAC0010,094029,2021,09,30,12.7,1,Y
IDCJAC0010,094029,2021,10,01,15.5,1,N
IDCJAC0010,094029,2021,10,02,15.2,1,N
IDCJAC0010,094029,2021,10,03,17.8,1,N
IDCJAC0010,094029,2021,10,04,17.6,1,N
IDCJAC0010,094029,2021,10,05,16.4,1,N
IDCJAC0010,094029,2021,10,06,18.8,1,N
IDCJAC0010,094029,2021,10,07,15.4,1,N
IDCJAC0010,094029,2021,10,08,21.3,1,N
IDCJAC0010,094029,2021,10,09,18.7,1,N
IDCJAC0010,094029,2021,10,10,15.0,1,N
IDCJAC0010,094029,2021,10,11,13.6,1,N
IDCJAC0010,094029,2021,10,12,15.9,1,N
IDCJAC0010,094029,2021,10,13,17.2,1,N
IDCJAC0010,094029,2021,10,14,14.3,1,N
IDCJAC0010,094029,2021,10,15,15.1,1,N
IDCJAC0010,094029,2021,10,16,16.2,1,N
IDCJAC0010,094029,2021,10,17,18.8,1,N
IDCJAC0010,094029,2021,10,18,16.2,1,N
IDCJAC0010,094029,2021,10,19,13.1,1,N
IDCJAC0010,094029,2021,10,20,15.1,1,N
IDCJAC0010,094029,2021,10,21,23.9,1,N
IDCJAC0010,094029,2021,10,22,22.1,1,N
IDCJAC0010,094029,2021,10,23,13.2,1,N
IDCJAC0010,094029,2021,10,24,12.6,1,N
IDCJAC0010,094029,2021,10,25,12.1,1,N
IDCJAC0010,094029,2021,10,26,14.8,1,N
IDCJAC0010,094029,2021,10,27,21.5,1,N
IDCJAC0010,094029,2021,10,28,19.4,1,N
IDCJAC0010,094029,2021,10,29,10.5,1,N
IDCJAC0010,094029,2021,10,30,15.9,1,N
IDCJAC0010,094029,2021,10,31,18.4,1,N
IDCJAC0010,094029,2021,11,01,19.0,1,Y
IDCJAC0010,094029,2021,11,02,23.9,1,Y
IDCJAC0010,094029,2021,11,03,22.9,1,Y
IDCJAC0010,094029,2021,11,04,17.9,1,Y
IDCJAC0010,094029,2021,11,05,20.0,1,Y
IDCJAC0010,094029,2021,11,06,24.8,1,Y
IDCJAC0010,094029,2021,11,07,15.2,1,Y
IDCJAC0010,094029,2021,11,08,17.5,1,Y
IDCJAC0010,094029,2021,11,09,18.3,1,Y
IDCJAC0010,094029,2021,11,10,13.8,1,Y
IDCJAC0010,094029,2021,11,11,16.0,1,Y
IDCJAC0010,094029,2021,11,12,13.6,1,Y
IDCJAC0010,094029,2021,11,13,12.1,1,Y
IDCJAC0010,094029,2021,11,14,16.2,1,Y
IDCJAC0010,094029,2021,11,15,11.0,1,Y
IDCJAC0010,094029,2021,11,16,16.3,1,Y
IDCJAC0010,094029,2021,11,17,18.5,1,Y
IDCJAC0010,094029,2021,11,18,15.6,1,Y
IDCJAC0010,094029,2021,11,19,17.8,1,Y
IDCJAC0010,094029,2021,11,20,14.5,1,Y
IDCJAC0010,094029,2021,11,21,18.7,1,Y
IDCJAC0010,094029,2021,11,22,18.7,1,Y
IDCJAC0010,094029,2021,11,23,23.8,1,Y
IDCJAC0010,094029,2021,11,24,23.5,1,Y
IDCJAC0010,094029,2021,11,25,18.9,1,Y
IDCJAC0010,094029,2021,11,26,14.8,1,Y
IDCJAC0010,094029,2021,11,27,19.2,1,Y
IDCJAC0010,094029,2021,11,28,21.7,1,Y
IDCJAC0010,094029,2021,11,29,19.6,1,Y
IDCJAC0010,094029,2021,11,30,26.4,1,Y
IDCJAC0010,094029,2021,12,01,30.7,1,Y
IDCJAC0010,094029,2021,12,02,22.7,1,Y
IDCJAC0010,094029,2021,12,03,18.7,1,Y
IDCJAC0010,094029,2021,12,04,15.1,1,Y
IDCJAC0010,094029,2021,12,05,19.1,1,Y
IDCJAC0010,094029,2021,12,06,24.5,1,Y
IDCJAC0010,094029,2021,12,07,16.2,1,Y
IDCJAC0010,094029,2021,12,08,15.1,1,Y
IDCJAC0010,094029,2021,12,09,17.4,1,Y
IDCJAC0010,094029,2021,12,10,16.0,1,Y
IDCJAC0010,094029,2021,12,11,16.2,1,Y
IDCJAC0010,094029,2021,12,12,18.7,1,Y
IDCJAC0010,094029,2021,12,13,24.9,1,Y
IDCJAC0010,094029,2021,12,14,20.1,1,Y
IDCJAC0010,094029,2021,12,15,20.4,1,Y
IDCJAC0010,094029,2021,12,16,20.3,1,Y
IDCJAC0010,094029,2021,12,17,24.2,1,Y
IDCJAC0010,094029,2021,12,18,32.1,1,Y
IDCJAC0010,094029,2021,12,19,25.4,1,Y
IDCJAC0010,094029,2021,12,20,22.5,1,Y
IDCJAC0010,094029,2021,12,21,21.5,1,Y
IDCJAC0010,094029,2021,12,22,19.4,1,Y
IDCJAC0010,094029,2021,12,23,19.1,1,Y
IDCJAC0010,094029,2021,12,24,27.2,1,Y
IDCJAC0010,094029,2021,12,25,23.1,1,Y
IDCJAC0010,094029,2021,12,26,18.6,1,Y
IDCJAC0010,094029,2021,12,27,17.0,1,Y
IDCJAC0010,094029,2021,12,28,19.3,1,Y
IDCJAC0010,094029,2021,12,29,20.5,1,Y
IDCJAC0010,094029,2021,12,30,23.1,1,Y
IDCJAC0010,094029,2021,12,31,24.8,1,Y
